code,system
PC5..00,readv2
10965.0,med
12695.0,med
19026.0,med
28215.0,med
33424.0,med
44918.0,med
46552.0,med
47565.0,med
5241.0,med
634.0,med
6451.0,med
6794.0,med
Q53,icd10
